DATA,DESCRICAO,DOCUMENTO,CREDITO,DEBITO,SALDO,BANCO,CONTA,SUBCONTA,FILE_PATH
2023-12-14,PG.P/INTERNET - CARTAO AMERICAN,10002823,0.0,2910.74,3838.72,CRED CREA,Despesa com produtos,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-14,PG.P/INTERNET - ENERGIA LJ 3,10002838,0.0,176.16,3662.56,CRED CREA,Despesas administrativas,Energia,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-14,PG.P/INTERNET - ENERGIA LJ 4,10002853,0.0,62.7,3599.86,CRED CREA,Despesas administrativas,Energia,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-14,PG.P/INTERNET - ENERGIA LJ 6,10002862,0.0,423.9,3175.96,CRED CREA,Despesas administrativas,Energia,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-14,PG.P/INTERNET - SPRINGER CARRIER,10002878,0.0,11.46,3164.5,CRED CREA,Despesa com produtos,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-14,PG.P/INTERNET - PARANA CLINICAS - PLANOS DE SA,10002894,0.0,895.72,2268.78,CRED CREA,Despesa com pessoal,Assistência médica,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-14,PG.P/INTERNET - PARANA CLINICAS - PLANOS DE SA,10002910,0.0,148.52,2120.26,CRED CREA,Despesa com pessoal,Assistência médica,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-15,DB. COTAS,19911,0.0,69.5,2050.76,CRED CREA,Despesas financeiras,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-15,CREDITO TED - PAGSEGURO INTERNET LTDA,34340855,474.92,0.0,2525.68,CRED CREA,Receita com serviços,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-18,CREDITO TED - PAGSEGURO INTERNET LTDA,34550609,624.51,0.0,3150.19,CRED CREA,Receita com serviços,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-19,CR.APL.RDCPOS,130,12839.93,0.0,15990.12,CRED CREA,Receitas financeiras,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-19,CR.APL.RDCPOS,131,1791.32,0.0,17781.44,CRED CREA,Receitas financeiras,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-19,PIX TRANSF PAGADOR,344226945,0.0,4.99,17776.45,CRED CREA,Despesa com produtos,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-19,DEBITO PIX - TATYANA TAMYRES DA SILVA CHAVIER - RESCISÃO,344226945,0.0,6296.71,11479.74,CRED CREA,Despesa com pessoal,Aviso prévio / Multa rescisória,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-20,PG.P/INTERNET - FGTS RESCISAO TATYANA,10002768,0.0,2543.57,8936.17,CRED CREA,Despesa com pessoal,FGTS,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-20,PG.P/INTERNET - DARF - INSS,10002901,0.0,1294.66,7641.51,CRED CREA,Despesa com pessoal,INSS,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-20,PG.P/INTERNET - DARF - DECIMO TERCEIRO SALARIO,10002965,0.0,568.76,7072.75,CRED CREA,Despesa com pessoal,13º salário,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-20,PG.P/INTERNET - DARF REF ALUGUEL,10002997,0.0,84.58,6988.17,CRED CREA,Despesas administrativas,Aluguel imóvel,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-20,PG.P/INTERNET - DAS - SIMPLES NACIONAL,10003044,0.0,2409.25,4578.92,CRED CREA,Despesas tributárias ,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-21,CREDITO TED - PAGSEGURO INTERNET LTDA,34231336,469.68,0.0,5048.6,CRED CREA,Receita com serviços,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-22,CREDITO TED - PAGSEGURO INTERNET LTDA,34282466,573.42,0.0,5622.02,CRED CREA,Receita com serviços,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-22,PG.P/INTERNET - MED CURITIBA,10004951,0.0,115.99,5506.03,CRED CREA,Despesa com pessoal,Assistência médica,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-22,PG.P/INTERNET - PACKPAR EMBALAGENS EIRELI,10004956,0.0,377.0,5129.03,CRED CREA,Despesa com produtos,Materiais de Consumo,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-26,PG.P/INTERNET - CELULAR,10002740,0.0,64.54,5064.49,CRED CREA,Despesas administrativas,"Telefonia (Celular, Fixo, Internet)",../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-26,PG.P/INTERNET - LIGGA TELECOM,10002741,0.0,149.9,4914.59,CRED CREA,Despesas administrativas,"Telefonia (Celular, Fixo, Internet)",../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-26,PG.P/INTERNET - NET FONE,,0.0,136.0,4778.59,CRED CREA,Despesas administrativas,"Telefonia (Celular, Fixo, Internet)",../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-27,CREDITO TED - PAGSEGURO INTERNET LTDA,,736.47,0.0,5515.06,CRED CREA,Receita com serviços,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-28,CREDITO TED - PAGSEGURO INTERNET LTDA,,1374.44,0.0,6889.5,CRED CREA,Receita com serviços,Outras,../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-28,PG.P/INTERNET - VALE TRANSPORTE BENDA E RONALDO,,0.0,381.03,6508.47,CRED CREA,Despesa com pessoal,Transporte (VT),../data/raw/BANCO CRED CREA - 2023.xlsx
2023-12-28,PG.P/INTERNET - VR BENEFICIOS E SERV. DE PROC.,,0.0,1850.0,4658.47,CRED CREA,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO CRED CREA - 2023.xlsx
2022-01-03,PIX RECEBIDO RENATA CRISTINA LIDIO GREIN,,135.0,0.0,11006.52,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-03,PIX RECEBIDO PRISCILLA DAYANE SANTOS,,250.0,0.0,11256.52,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-03,PIX RECEBIDO ANA LÚCIA DE ALMEIDA SAMPAIO SUZUKI,,220.0,0.0,11476.52,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-03,PIX ENVIADO -PIX MARKETPLACE,,0.0,200.3,11276.22,INTER,Despesa com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-04,PIX RECEBIDO MADALENA GERALDO DA SILVA MAIA,,250.0,0.0,11526.22,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-04,PIX RECEBIDO ANDRE LUIS DA SILVA TEIXEIRA,,250.0,0.0,11776.22,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-05,PIX ENVIADO  FACI.LY SOLUCOES E TECNOLOGIA LTDA.,,0.0,14.97,11761.25,INTER,Despesa com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-05,PIX ENVIADO FACI.LY SOLUCOES E TECNOLOGIA LTDA.,,0.0,23.97,11737.28,INTER,Despesa com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-05,PIX RECEBIDO FELIPE PEDROSO H MELO LACERDA,,70.0,0.0,11807.28,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-05,COMPRA CARTÃO  OXIMILLE CURITIBA - ,,0.0,215.0,11592.28,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-05,PIX ENVIADO GOVERNO DO PARANA SECRETARIA DE ESTADO-GRPR,,0.0,138.31,11453.97,INTER,Despesas tributárias ,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-06,PIX RECEBIDO SIMONE YAMAGUCHI,,280.0,0.0,11733.97,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-07,COMPRA CARTÃO  PAG*CIALATINO – 2 TESTES DE COVID (BETE E CLAUDIO),,0.0,178.0,11555.97,INTER,Despesa com pessoal,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-07,PIX RECEBIDO CATIA FABIANE COQUI,,211.0,0.0,11766.97,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-07,PIX RECEBIDO LUCILLE HAQUIM,,90.0,0.0,11856.97,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-07,PIX ENVIADO TATYANA CHAVIER -PAGTO DE SALÁRIO,,0.0,969.19,10887.78,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-01-07,PIX ENVIADO GUILHERME FILIPE ROMPAVA -PAGTO DE SALÁRIO,,0.0,935.72,9952.06,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-01-07,PIX ENVIADO FERNANDA MARQUES CARBONE -PAGTO DE SALÁRIO,,0.0,871.76,9080.3,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-01-07,PIX ENVIADO CARLOS EDUARDO TOCHETTO -PAGTO DE SALÁRIO,,0.0,1613.68,7466.62,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-01-07,PIX ENVIADO MATHEUS CARDOSO VIEIRA -PAGTO DE SALÁRIO,,0.0,969.19,6497.43,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-01-07,PIX ENVIADO FERNANDA MARQUES P/ PAGTO  TESTE DE COVID,,0.0,89.0,6408.43,INTER,Despesa com pessoal,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-10,PIX RECEBIDO CAROLINE DE OLIVEIRA BERTOLINO,,40.0,0.0,6448.43,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-10,PIX RECEBIDO IVANA VELOSO LEANDRO DE AS,,65.0,0.0,6513.43,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-10,PAGAMENTO BOLETO VT LUIZ,,0.0,209.63,6303.8,INTER,Despesa com pessoal,Transporte (VT),../data/raw/BANCO INTER-2022.xlsx
2022-01-10,PIX ENVIADO ELISABETE SEOLIN GALINDO PRO-LABORE,,0.0,979.0,5324.8,INTER,Despesa com pessoal,Pró labore,../data/raw/BANCO INTER-2022.xlsx
2022-01-10,PIX ENVIADO CLAUDIO VINICIUS GALINDO PRO-LABORE,,0.0,979.0,4345.8,INTER,Despesa com pessoal,Pró labore,../data/raw/BANCO INTER-2022.xlsx
2022-01-11,PIX RECEBIDO PATRICIA FERREIRA MONTICELLI,,330.0,0.0,4675.8,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-11,PIX RECEBIDO CRISTIANO ROLIM PEREIRA,,600.0,0.0,5275.8,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-11,PIX RECEBIDO FABIO RODRIGO BURKOT,,75.0,0.0,5350.8,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-12,PIX RECEBIDO NEVIO CAVASIN,,260.0,0.0,5610.8,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-13,PIX RECEBIDO OSMAR GOMES,,500.0,0.0,6110.8,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-13,PIX RECEBIDO DANIEL SOUTO DE MORAES,,375.0,0.0,6485.8,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-14,PIX RECEBIDO VITOR SILVA PAIVA,,38.0,0.0,6523.8,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-17,COMPRA CARTAO  NOVA ESTANCIA REST CURITIBA - AT. ON-SITE PANASONIC,,0.0,44.0,6479.8,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-17,PIX RECEBIDO STELLA GEMIN,,150.0,0.0,6629.8,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-17,PIX ENVIADO ANDREZA DO CARMO PEREIRA MELO - DEV. DE PIX 20/12/21,,0.0,200.0,6429.8,INTER,Transferência (Débito),Transferência / Reembolso,../data/raw/BANCO INTER-2022.xlsx
2022-01-17,COMPRA CARTÃO STAMPAFER CURITIBA - NF 18717-28/01/22,,0.0,330.0,6099.8,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-19,PIX RECEBIDO KURT WERNER REICHENBACH,,600.0,0.0,9699.8,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-19,COMPRA CARTÃO FRIGELAR COM E INDUSTR - NF 70.429,,0.0,107.1,6592.7,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-20,PIX ENVIADO GOVERNO DO PR - IPVA-2022 - SPIN,,0.0,1627.6,4965.1,INTER,Despesas tributárias ,IPVA,../data/raw/BANCO INTER-2022.xlsx
2022-01-20,PIX RECEBIDO SANDRA CRISTINE ALLE SANTOS,,553.0,0.0,5518.1,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-20,PIX ENVIADO GOVERNO DO PR - IPVA-2022 - MOTO,,0.0,191.91,5326.19,INTER,Despesas tributárias ,IPVA,../data/raw/BANCO INTER-2022.xlsx
2022-01-21,COMPRA CARTÃO VILA IZABEL MATERIAIS CONSTRUÇÃO,,0.0,39.0,5287.19,INTER,Despesas administrativas,Manutenção predial,../data/raw/BANCO INTER-2022.xlsx
2022-01-21,PIX RECEBIDO DIEIME JOANA P IZUMI,,600.0,0.0,5887.19,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-21,CASHBACK CARTÃO DE CRÉDITO,,3.91,0.0,5891.1,INTER,Receitas financeiras,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-24,PIX RECEBIDO MARLEI MARQUES RIUL,,220.0,0.0,6111.1,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-24,PIX RECEBIDO YURI NEVES GAZEN,,410.0,0.0,6521.1,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-24,PIX RECEBIDO SANDRA CRISTINE ALLE SANTOS,,500.0,0.0,7021.1,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-25,PIX ENVIADO SANDRA CRISTINE ALLE SANTOS - DEV. DE PIX 24/01/22,,0.0,250.0,6771.1,INTER,Transferência (Débito),Transferência / Reembolso,../data/raw/BANCO INTER-2022.xlsx
2022-01-25,PIX RECEBIDO SANDRINEIA RUFINO DA CRUZ,,300.0,0.0,7071.1,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-25,PIX RECEBIDO ADRIANA RAMOS DA CUNHA,,120.0,0.0,7191.1,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-26,PIX RECEBIDO RICARDO ARAUJO PORCHAT DE LEAO,,250.0,0.0,7441.1,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-26,PIX RECEBIDO BRUNO SIROT ALMEIDA EICHLER,,60.0,0.0,7501.1,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-26,PIX RECEBIDO IVAN LUCAS DE OLIVEIRA,,500.0,0.0,8001.1,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-26,COMPRA CARTÃO SUBWAY BATEL CURITIBA,,0.0,89.0,7912.1,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-26,COMPRA CARTÃO FARMACIA IRMAOS PAVESI,,0.0,102.41,7809.69,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-27,PIX RECEBIDO MARIANA MIKA FUJIMURA,,285.0,0.0,8094.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-27,PIX RECEBIDO FERNANDO FERREIRA TRANSPORTES,,600.0,0.0,8694.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-27,PIX RECEBIDO ALESSANDRO B DE CARVALHO,,130.0,0.0,8824.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-28,PIX RECEBIDO JUAN PABLO AGUERO,,50.0,0.0,8874.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-28,PIX ENVIADO MEGA AR STORE NF 1102,,0.0,140.65,8734.04,INTER,Despesa com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-28,PIX ENVIADO CARLOS - PAGTO REF. NF 3626,,0.0,1661.8,7072.24,INTER,Despesa com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-28,PIX RECEBIDO TANIA COIFMAN BERGMAN,,37.5,0.0,7109.74,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-28,PIX ENVIADO LUAN - PAGTO DE COMBUSTÍVEL MOTO,,0.0,63.0,7046.74,INTER,Despesas administrativas,Combustivel,../data/raw/BANCO INTER-2022.xlsx
2022-01-31,PIX ENVIADO XI ZHANG - MANTA DE EVA,,0.0,120.0,6926.74,INTER,Despesa com produtos,Materiais de Consumo,../data/raw/BANCO INTER-2022.xlsx
2022-01-31,PIX RECEBIDO CARLA REGINA RODRIGUES,,220.0,0.0,7146.74,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-01-31,PIX RECEBIDO MARLI APARECIDA DIAS,,180.0,0.0,7326.74,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-01,PIX ENVIADO CARLOS E. TOCHETTO - COMPRA MAT. ESCRIT. NA CONTABILISTA,,0.0,92.75,,INTER,Despesas administrativas,Contabilidade,../data/raw/BANCO INTER-2022.xlsx
2022-02-01,PIX RECEBIDO ADRIANA CRISTINA DA SILVA,,129.24,0.0,,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-01,COMPRA CARTÃO LEROY MERLIN NFC-e 9221,,0.0,179.28,7183.95,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-02,COMPRA CARTÃO ACTOS CURITIBA NF 169090,,0.0,200.0,,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-02,PIX RECEBIDO CIBELLE KARINA PIMENTA,,100.0,0.0,7083.95,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-03,COMPRA CARTÃO THUNDERBULL PINHAIS,,0.0,42.5,7041.45,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-04,PIX RECEBIDO FERNANDO AUGUSTO MONTA,,245.0,0.0,7286.45,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-04,PIX ENVIADO TATYANA CHAVIER - PAGTO DE SALÁRIO,,0.0,1283.79,6002.66,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-02-04,PIX ENVIADO MATHEUS CARDOSO VIEIRA - PAGTO DE SALÁRIO,,0.0,1283.79,4718.87,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-02-04,PIX ENVIADO BEATRIZ CARDOSO VIEIRA - PAGTO DE SALÁRIO,,0.0,898.1,3820.77,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-02-04,PIX ENVIADO LUIZ GUSTAVO DA SILVA - PAGTO DE SALÁRIO,,0.0,886.83,2933.94,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-02-04,PIX RECEBIDO DAYSE LEANDRA DOS SANTOS,,150.0,0.0,3083.94,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-04,PIX ENVIADO CARLOS - PAGTO DESPESAS,,0.0,925.6,2158.34,INTER,Despesa com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-07,COMPRA CARTÃO BELA VISTA MORRETES,,0.0,65.0,2093.34,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-07,PIX RECEBIDO ORMEG COMERCIO DE PECAS E SERVICOS LTDA ,,143.0,0.0,2236.34,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-07,PIX ENVIADO CLAUDIO PRO-LABORE,,0.0,1078.68,1157.66,INTER,Despesa com pessoal,Pró labore,../data/raw/BANCO INTER-2022.xlsx
2022-02-08,PIX ENVIADO MULTI FRIO REFRIGERAÇÕES - NF 022685,,0.0,51.94,1105.72,INTER,Despesa com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-08,PIX RECEBIDO FERNANDO HENRIQUE COMIN TURRA,,125.0,0.0,1230.72,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-09,PIX RECEBIDO VANESSA DE FREITAS MARIANTE,,150.0,0.0,1380.72,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-09,PIX RECEBIDO PRISCILA FIGUEIREDO,,200.0,0.0,1580.72,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-10,PIX RECEBIDO ANA LUCIA MAFFUD CILLI,,195.0,0.0,1775.72,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-11,COMPRA CARTÃO CASA DE PARAFUSOS RAIO PINHAIS,,0.0,54.49,1721.23,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-11,PIX RECEBIDO POSSINELLI CONTABILIDADE E SERV EIREL,,1700.0,0.0,3421.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-14,PIX RECEBIDO ALEX SANDRO RIEDEL VILLANOVA,,90.0,0.0,3511.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-14,PAGAMENTO TÍTULO CANCELAMENTO DE SERVIÇO CARSYSTEN,,0.0,102.0,3409.23,INTER,Despesas administrativas,Veiculos,../data/raw/BANCO INTER-2022.xlsx
2022-02-14,COMPRA CARTÃO LANCHES O PRENSADAO CURITIBA,,0.0,31.0,3378.23,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-15,PIX RECEBIDO CRISTIANE CAETANO DE MORAIS,,220.0,0.0,3598.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-15,PIX RECEBIDO NATIELLE DUARTE CORREA,,185.0,0.0,3783.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-16,PIX RECEBIDO IVO DA SILVA JUNIOR,,220.0,0.0,4003.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-17,PIX RECEBIDO EMERSON DIOGO RIBEIRO IZUMI,,750.0,0.0,4753.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-17,PIX RECEBIDO MARCIA CRISTINA COSTA GROTE,,45.0,0.0,4798.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-17,PIX RECEBIDO VANDERLEI BUSNARDO,,60.0,0.0,4858.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-18,PIX RECEBIDO LEANDRO MAGATAO,,240.0,0.0,5098.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-18,PIX RECEBIDO FABIO AUGUSTO NASCIMENTO FERREIRA,,60.0,0.0,5158.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-18,PIX RECEBIDO LUIS FERNANDO C HARTMANN,,330.0,0.0,5488.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-18,PIX RECEBIDO LUCAS DEL CASTANHEL DIAS,,285.0,0.0,5773.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-18,PIX RECEBIDO MARCOS PAULO FERREIRA REIS,,95.0,0.0,5868.23,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-18,CASHBACK CARTAO DE CREDITO,,5.49,0.0,5873.72,INTER,Receitas financeiras,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-21,COMPRA CARTÃO POSTO OCEANO LTDA CURITIBA,,0.0,261.93,5611.79,INTER,Despesa com produtos,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-21,PIX RECEBIDO MONIQUE MANSUR VALINHO,,40.0,0.0,5651.79,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-21,PIX RECEBIDO JOSE DANTAS DE SOUSA,,100.0,0.0,5751.79,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-21,PIX RECEBIDO LILIANE POSTAY,,100.0,0.0,5851.79,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-21,PIX ENVIADO CARLOS EDUARDO TOCHETTO,,0.0,64.15,5787.64,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-02-22,PIX RECEBIDO ADRIANA CRISTINA DA SILVA,,129.24,0.0,5916.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-22,PIX RECEBIDO RAONI BRAGA DE PAULA EDUARDO,,60.0,0.0,5976.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-23,PIX RECEBIDO ALEX VEEREN,,220.0,0.0,6196.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-24,PIX RECEBIDO CLAUDEMIR FERREIRA,,110.0,0.0,6306.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-24,PIX RECEBIDO LUIS ANTONIO OLIVATO,,80.0,0.0,6386.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-25,PIX ENVIADO DANILO BARBOSA - TERCEIRO,,0.0,950.0,5436.88,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2022.xlsx
2022-02-25,PIX RECEBIDO THEOPHANIO ROCHA DE OLIVEIRA JUNIOR,,330.0,0.0,5766.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-25,PIX RECEBIDO IEDA MARIA GOMES GRE DA SILVA ME,,155.0,0.0,5921.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-25,PIX RECEBIDO EMILE KAROLINE MANRICH,,330.0,0.0,6251.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-02-25,PIX RECEBIDO RUI ALMEIDA MACOLA,,30.0,0.0,6281.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
2022-03-02,PIX RECEBIDO DIANA RIBEIRO COELHO MARQUES,,260.0,0.0,6541.88,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2022.xlsx
